1448.417242831842,-288.57318221307804,262.3107562758889 1431.394971479258,-274.6949869042681,254.123011235274
1491.990894722795,-324.0986205482475,283.2697660802693 1448.417242831842,-288.57318221307804,262.3107562758889
1535.5645466137482,-359.6240588834169,304.2287758846496 1491.990894722795,-324.0986205482475,283.2697660802693
1579.1381985047012,-395.14949721858636,325.18778568903 1535.5645466137482,-359.6240588834169,304.2287758846496
1622.7118503956544,-430.6749355537558,346.14679549341037 1579.1381985047012,-395.14949721858636,325.18778568903
1666.2855022866074,-466.20037388892524,367.10580529779077 1622.7118503956544,-430.6749355537558,346.14679549341037
1709.8591541775604,-501.7258122240947,388.06481510217117 1666.2855022866074,-466.20037388892524,367.10580529779077
1725.7770323156715,-476.1093613984598,336.19556985339125 1709.8591541775604,-501.7258122240947,388.06481510217117
1774.0348639956,-509.1270695925065,349.64966317715215 1725.7770323156715,-476.1093613984598,336.19556985339125
1822.2926956755286,-542.1447777865532,363.10375650091305 1774.0348639956,-509.1270695925065,349.64966317715215
1870.5505273554572,-575.1624859805999,376.55784982467395 1822.2926956755286,-542.1447777865532,363.10375650091305
1844.4829212998452,-537.1401957546452,338.1549155552369 1870.5505273554572,-575.1624859805999,376.55784982467395
1894.3960058916978,-568.8512391674695,348.30842293921756 1844.4829212998452,-537.1401957546452,338.1549155552369
1862.0745879706324,-530.9169509323336,314.89711168590895 1894.3960058916978,-568.8512391674695,348.30842293921756
1913.264206654448,-561.3709221322399,322.1205857227449 1862.0745879706324,-530.9169509323336,314.89711168590895
1875.704497701719,-524.1118675286053,293.8180926624213 1913.264206654448,-561.3709221322399,322.1205857227449
1839.831236600266,-486.56508228244144,263.7623435347512 1875.704497701719,-524.1118675286053,293.8180926624213
1893.0801169710664,-514.1871284286129,265.0190479371313 1839.831236600266,-486.56508228244144,263.7623435347512
1849.317161833947,-478.73868315012527,244.32577644602736 1893.0801169710664,-514.1871284286129,265.0190479371313
1903.2221952596906,-505.05693693107526,243.06209559590073 1849.317161833947,-478.73868315012527,244.32577644602736
1855.1903496297452,-471.8826308767702,229.19100251725732 1903.2221952596906,-505.05693693107526,243.06209559590073
1909.5127868221807,-497.15830389512223,225.995197306789 1855.1903496297452,-471.8826308767702,229.19100251725732
1858.8465221552356,-466.15654890029367,217.52048126790652 1909.5127868221807,-497.15830389512223,225.995197306789
1913.438027848206,-490.6088521734058,212.84582932213465 1858.8465221552356,-466.15654890029367,217.52048126790652
1861.1342080079958,-461.51912412130605,208.5916370394913 1913.438027848206,-490.6088521734058,212.84582932213465
1915.9013728285686,-485.3285123402536,202.7889919395695 1861.1342080079958,-461.51912412130605,208.5916370394913
1862.578942585529,-457.8380567534483,201.79235529261572 1915.9013728285686,-485.3285123402536,202.7889919395695
1917.4625085453024,-481.14955585290244,195.13140961836376 1862.578942585529,-457.8380567534483,201.79235529261572
1863.5033186389644,-454.95475917535015,196.62755522406346 1917.4625085453024,-481.14955585290244,195.13140961836376
1918.4652986631302,-477.8828837252379,189.3144261777493 1863.5033186389644,-454.95475917535015,196.62755522406346
1864.104172761372,-452.71652219810017,192.70886842627715 1918.4652986631302,-477.8828837252379,189.3144261777493
1919.1198762525796,-475.3506144978607,184.9005244831965 1864.104172761372,-452.71652219810017,192.70886842627715
1864.50160567489,-450.98970826423886,189.73692465056902 1919.1198762525796,-475.3506144978607,184.9005244831965
1919.5547224633833,-473.39890987402396,181.55267055599722 1864.50160567489,-450.98970826423886,189.73692465056902
1864.7692769627215,-449.66318360515226,187.4831224597905 1919.5547224633833,-473.39890987402396,181.55267055599722
1809.9775679653337,-425.95304667552165,193.4579054620204 1864.7692769627215,-449.66318360515226,187.4831224597905
1862.7061539473777,-407.33540595995265,171.70751064904772 1809.9775679653337,-425.95304667552165,193.4579054620204
1822.0597847367942,-394.53177042458344,129.47080164995126 1862.7061539473777,-407.33540595995265,171.70751064904772
1806.1237303430705,-442.9835401375577,97.87225449915357 1822.0597847367942,-394.53177042458344,129.47080164995126
1857.6996042938522,-468.18272505742164,115.3345082365033 1806.1237303430705,-442.9835401375577,97.87225449915357
1892.4610430924936,-427.99302247257555,87.47001149261934 1857.6996042938522,-468.18272505742164,115.3345082365033
1846.0736033161688,-419.02965777705805,124.4546505246959 1892.4610430924936,-427.99302247257555,87.47001149261934
1899.7610743883722,-443.7485742874051,114.12844035707842 1846.0736033161688,-419.02965777705805,124.4546505246959
1849.3554021736381,-429.0938536477009,143.1888493623387 1899.7610743883722,-443.7485742874051,114.12844035707842
1902.971581445991,-454.8294245572007,135.25249565317074 1849.3554021736381,-429.0938536477009,143.1888493623387
1850.52049003685,-436.07015469075486,157.54538250229396 1902.971581445991,-454.8294245572007,135.25249565317074
1904.0180954840212,-462.532356248749,151.40062049527563 1850.52049003685,-436.07015469075486,157.54538250229396
1850.6656191949687,-440.8974139980471,168.29566555691707 1904.0180954840212,-462.532356248749,151.40062049527563
1904.040059873717,-467.8778239878171,163.47627150634275 1850.6656191949687,-440.8974139980471,168.29566555691707
1927.248742743096,-428.3807500564538,124.72916593277759 1904.040059873717,-467.8778239878171,163.47627150634275
1872.7628827899882,-420.25037792711373,148.50285126359583 1927.248742743096,-428.3807500564538,124.72916593277759
1927.3747671652914,-444.0820229070013,141.46049494407367 1872.7628827899882,-420.25037792711373,148.50285126359583
1871.9509108962172,-430.62369983373395,160.09030160760574 1927.3747671652914,-444.0820229070013,141.46049494407367
1926.2244172035,-455.5745955282365,154.4476677230284 1871.9509108962172,-430.62369983373395,160.09030160760574
1870.6597995345146,-438.25222460419434,169.0253468548165 1926.2244172035,-455.5745955282365,154.4476677230284
1851.7398873613706,-467.5332830407013,120.19240162110788 1870.6597995345146,-438.25222460419434,169.0253468548165
1903.2099755377328,-496.607826157379,109.92103532085603 1851.7398873613706,-467.5332830407013,120.19240162110788
1859.8171487812244,-468.4236699771448,140.29727482622948 1903.2099755377328,-496.607826157379,109.92103532085603
1911.7911197710619,-497.35626736772275,132.44799793072795 1859.8171487812244,-468.4236699771448,140.29727482622948
1864.0713106939877,-468.3092367681032,154.33611879553374 1911.7911197710619,-497.35626736772275,132.44799793072795
1916.337297983166,-497.11711972499876,148.1415685915844 1864.0713106939877,-468.3092367681032,154.33611879553374
1866.6298002330361,-467.90675042402955,164.75237810592802 1916.337297983166,-497.11711972499876,148.1415685915844
1919.0835939655487,-496.6088296365362,159.7734051248782 1866.6298002330361,-467.90675042402955,164.75237810592802
1868.2437465703922,-467.43794376564784,172.59406557373217 1919.0835939655487,-496.6088296365362,159.7734051248782
1897.2757321162835,-430.9470003992455,134.8375447131819 1868.2437465703922,-467.43794376564784,172.59406557373217
1937.0829349293201,-404.12990981800914,98.83434684188798 1897.2757321162835,-430.9470003992455,134.8375447131819
1992.9487030085065,-421.7182832620534,85.80879209303347 1937.0829349293201,-404.12990981800914,98.83434684188798
2048.5207938185486,-441.0891681224361,74.12497667484794 1992.9487030085065,-421.7182832620534,85.80879209303347
2104.0928846285906,-460.4600529828188,62.4411612566624 2048.5207938185486,-441.0891681224361,74.12497667484794
2159.6649754386326,-479.8309378432015,50.75734583847686 2104.0928846285906,-460.4600529828188,62.4411612566624
2121.3224303587353,-435.53320812619927,37.8128343098229 2159.6649754386326,-479.8309378432015,50.75734583847686
2115.939954312744,-385.0059981405335,5.90625187486491 2121.3224303587353,-435.53320812619927,37.8128343098229
2172.188319821171,-398.24998110136715,-10.240521578786716 2115.939954312744,-385.0059981405335,5.90625187486491
2121.8669755265178,-365.5747457418819,-9.938358408901664 2172.188319821171,-398.24998110136715,-10.240521578786716
2178.1430339401677,-377.1732638604764,-27.214921344743072 2121.8669755265178,-365.5747457418819,-9.938358408901664
2124.0902050785244,-352.1308680827686,-20.06159304481486 2178.1430339401677,-377.1732638604764,-27.214921344743072
2180.350171398219,-362.6271129041236,-38.079501756898246 2124.0902050785244,-352.1308680827686,-20.06159304481486
2124.9361451923164,-342.46103254559574,-27.0063403914643 2180.350171398219,-362.6271129041236,-38.079501756898246
2069.2833405481288,-323.5330243527608,-14.985698100477478 2124.9361451923164,-342.46103254559574,-27.0063403914643
2050.2197241406466,-359.7489523156725,-58.860350136175384 2069.2833405481288,-323.5330243527608,-14.985698100477478
2049.761830236073,-390.77024096509047,-110.21665436167088 2050.2197241406466,-359.7489523156725,-58.860350136175384
2056.2843171664026,-343.868637651585,-147.063591423878 2049.761830236073,-390.77024096509047,-110.21665436167088
2056.2031221519496,-311.96462317230066,-197.8782277747882 2056.2843171664026,-343.868637651585,-147.063591423878
2089.2684643213656,-351.4853087619406,-167.14065211007033 2056.2031221519496,-311.96462317230066,-197.8782277747882
2143.4394170078663,-367.5340288057607,-187.3383368781814 2089.2684643213656,-351.4853087619406,-167.14065211007033
2161.0236374755304,-314.51972127288786,-209.25359155054497 2143.4394170078663,-367.5340288057607,-187.3383368781814
2214.886811685828,-330.64679535466047,-230.19818382521427 2161.0236374755304,-314.51972127288786,-209.25359155054497
2268.7499858961255,-346.7738694364331,-251.14277609988358 2214.886811685828,-330.64679535466047,-230.19818382521427
2284.7202219792975,-335.17306695849345,-307.8029291292885 2268.7499858961255,-346.7738694364331,-251.14277609988358
2337.9254064563834,-350.26536503045577,-331.07159655280685 2284.7202219792975,-335.17306695849345,-307.8029291292885
2360.4464150383506,-337.71663110436964,-385.25031423146055 2337.9254064563834,-350.26536503045577,-331.07159655280685
