1200.0,0.0,280.0
1258.6140010437757,0.0,267.17818727167406
1547.4858729143627,-10.748806548843787,238.76835974307613
1835.3200546254764,-50.62460356505402,214.70763959323307
1949.924385640056,-286.5291734140879,346.03044750109655
2041.0441740042136,-310.1861841940478,271.61586553339333
2044.268060562232,-311.0231870056831,268.9830217259925
2159.835662502278,-324.19422719938325,5.1963399875205525
2297.2095118209636,-465.88571631103093,-220.75044011056076
2461.6477370715543,-238.8583156207937,-280.99777485537544
2486.9421302627816,-38.50942981224303,-111.60540207744327
2489.857319379663,-11.668426827254146,-58.02310806932305
2480.0,0.0,0.0
