1200.0,0.0,280.0
1194.100299088658,-65.54414684374939,247.61006194066164
1270.961910472112,-150.98806956003747,252.20141805090012
1469.1004540204522,-177.32502205557515,259.09217227595826
1667.2389975687922,-203.6619745511127,265.9829265010164
1697.360669901364,-207.6658045939814,267.03048159642793
1802.2750775434033,-68.70295281650785,198.87952530259818
1972.989273658499,-43.950961958972215,139.69703461180978
2156.2973625279014,15.03071214145859,94.44572450859195
2339.4240797577645,17.595987593010108,27.42066546444688
2480.0,0.0,0.0
